"Abdominal.hernias.and.other.abdominal.wall.conditions"	0.968023255813954
"Abortions.and.stillbirth"	0.97714940098661
"Acid.base.disorders"	0.808879492600423
"Administration.site.reactions"	0.815098661028894
"Adrenal.gland.disorders"	0.521353065539112
"Age.related.factors"	0.930655391120507
"Allergic.conditions"	0.862949260042283
"Anaemias.nonhaemolytic.and.marrow.depression"	0.497709654686399
"Anal.and.rectal.conditions.NEC"	0.873731501057082
"Ancillary.infectious.topics"	0.691860465116279
"Aneurysms.and.artery.dissections"	0.822639182522903
"Angioedema.and.urticaria"	0.864376321353066
"Anterior.eye.structural.change..deposit.and.degeneration"	0.746599718111346
"Anxiety.disorders.and.symptoms"	0.567494714587738
"Appetite.and.general.nutritional.disorders"	0.598026779422128
"Arteriosclerosis..stenosis..vascular.insufficiency.and.necrosis"	0.485729386892178
"Aural.disorders.NEC"	0.735799859055673
"Autoimmune.disorders"	0.709337561663143
"Bacterial.infectious.disorders"	0.743322762508809
"Bile.duct.disorders"	0.958932346723044
"Bladder.and.bladder.neck.disorders..excl.calculi."	0.75045806906272
"Body.temperature.conditions"	0.757170542635659
"Bone.and.joint.injuries"	0.940627202255109
"Bone.disorders..excl.congenital.and.fractures."	0.741895701198027
"Bone..calcium..magnesium.and.phosphorus.metabolism.disorders"	0.755655391120507
"Breast.disorders"	0.63030303030303
"Breast.neoplasms.benign..incl.nipple."	0.961169837914024
"Breast.neoplasms.malignant.and.unspecified..incl.nipple."	0.93377378435518
"Bronchial.disorders..excl.neoplasms."	0.541190979563073
"Cardiac.and.vascular.disorders.congenital"	0.956589147286822
"Cardiac.and.vascular.investigations..excl.enzyme.tests."	0.717107117688513
"Cardiac.arrhythmias"	0.628576462297393
"Cardiac.disorder.signs.and.symptoms"	0.818093727977449
"Cardiac.valve.disorders"	0.958826638477801
"Central.nervous.system.infections.and.inflammations"	0.898749119097956
"Central.nervous.system.vascular.disorders"	0.6407681465821
"Cervix.disorders..excl.infections.and.inflammations."	0.956659619450317
"Changes.in.physical.activity"	0.926937984496124
"Chromosomal.abnormalities.and.abnormal.gene.carriers"	0.849207188160677
"Coagulopathies.and.bleeding.diatheses..excl.thrombocytopenic."	0.505954897815363
"Cognitive.and.attention.disorders.and.disturbances"	0.84853770260747
"Communication.disorders.and.disturbances"	0.736715997181113
"Congenital.and.hereditary.disorders.NEC"	0.924594785059901
"Congenital.eye.disorders..excl.glaucoma."	0.936169837914024
"Connective.tissue.disorders..excl.congenital."	0.742758985200846
"Cornification.and.dystrophic.skin.disorders"	0.865274841437632
"Coronary.artery.disorders"	0.52815362931642
"Cranial.nerve.disorders..excl.neoplasms."	0.511310782241015
"Cutaneous.neoplasms.benign"	0.526162790697674
"Decreased.and.nonspecific.blood.pressure.disorders.and.shock"	0.858509513742072
"Deliria..incl.confusion."	0.512226920366455
"Dementia.and.amnestic.conditions"	0.754175475687104
"Dental.and.gingival.conditions"	0.70177942212826
"Depressed.mood.disorders.and.disturbances"	0.865362931642002
"Diabetic.complications"	0.970313601127554
"Dissociative.disorders"	0.873555320648344
"Disturbances.in.thinking.and.perception"	0.629492600422833
"Diverticular.disorders"	0.958861874559549
"Ectoparasitic.disorders"	0.852413671599718
"Electrolyte.and.fluid.balance.conditions"	0.710729386892178
"Embolism.and.thrombosis"	0.607364341085271
"Encephalopathies"	0.895066948555321
"Endocrine.and.glandular.disorders.NEC"	0.93222339675828
"Endocrine.disorders.of.gonadal.function"	0.652501761804087
"Endocrine.investigations..incl.sex.hormones."	0.949718111346018
"Endocrine.neoplasms.benign"	0.847110641296688
"Endocrine.neoplasms.malignant.and.unspecified"	0.96800563777308
"Enzyme.investigations.NEC"	0.773872445384073
"Exocrine.pancreas.conditions"	0.656025369978858
"Exposures..chemical.injuries.and.poisoning"	0.489922480620155
"External.ear.disorders..excl.congenital."	0.947463002114165
"Eye.disorders.NEC"	0.544873150105708
"Eye.disorders.congenital"	0.936064129668781
"Fatal.outcomes"	0.704774489076815
"Female.reproductive.tract.infections.and.inflammations"	0.825775193798449
"Food.intolerance.syndromes"	0.956606765327696
"Fractures"	0.941420014094433
"Fungal.infectious.disorders"	0.777184637068358
"Gallbladder.disorders"	0.882734319943622
"Gastrointestinal.conditions.NEC"	0.539341085271318
"Gastrointestinal.haemorrhages.NEC"	0.6446088794926
"Gastrointestinal.infections"	0.717089499647639
"Gastrointestinal.inflammatory.conditions"	0.566948555320648
"Gastrointestinal.investigations"	0.963424947145877
"Gastrointestinal.motility.and.defaecation.conditions"	0.767124735729387
"Gastrointestinal.neoplasms.malignant.and.unspecified"	0.963477801268499
"Gastrointestinal.stenosis.and.obstruction"	0.799682875264271
"Gastrointestinal.tract.disorders.congenital"	0.984038054968288
"Gastrointestinal.ulceration.and.perforation"	0.796775898520085
"Gastrointestinal.vascular.conditions"	0.895771670190275
"Gender.related.factors"	0.940574348132488
"Genitourinary.tract.disorders.NEC"	0.615838618745595
"Glaucoma.and.ocular.hypertension"	0.883579985905567
"Glucose.metabolism.disorders..incl.diabetes.mellitus."	0.562473572938689
"Haematological.disorders.NEC"	0.926250880902044
"Haematology.investigations..incl.blood.groups."	0.783086680761099
"Haematopoietic.neoplasms..excl.leukaemias.and.lymphomas."	0.968058491895701
"Headaches"	0.789852008456659
"Hearing.disorders"	0.752642706131078
"Heart.failures"	0.473220577871741
"Hepatobiliary.investigations"	0.498467230443975
"Hepatobiliary.neoplasms"	0.968076109936575
"Hepatobiliary.neoplasms.malignant.and.unspecified"	0.968076109936575
"Hypothalamus.and.pituitary.gland.disorders"	0.847057787174066
"Immune.disorders.NEC"	0.573026779422128
"Immunodeficiency.syndromes"	0.963460183227625
"Immunology.and.allergy.investigations"	0.942935165609584
"Inborn.errors.of.metabolism"	0.956606765327696
"Increased.intracranial.pressure.and.hydrocephalus"	0.901726568005638
"Infections...pathogen.unspecified"	0.622410147991543
"Injuries.NEC"	0.752114164904862
"Inner.ear.and.VIIIth.cranial.nerve.disorders"	0.499277660324172
"Investigations..imaging.and.histopathology.procedures.NEC"	0.968023255813954
"Joint.disorders"	0.509778012684989
"Leukaemias"	0.912455954897815
"Lifestyle.issues"	0.943040873854827
"Lipid.analyses"	0.965750528541226
"Lipid.metabolism.disorders"	0.799048625792812
"Lower.respiratory.tract.disorders..excl.obstruction.and.infection."	0.658897110641297
"Lymphatic.vessel.disorders"	0.974911909795631
"Lymphomas.NEC"	0.945190274841438
"Male.reproductive.tract.infections.and.inflammations"	0.923819591261452
"Malignant.and.unspecified.neoplasms.gastrointestinal.NEC"	0.96338971106413
"Manic.and.bipolar.mood.disorders.and.disturbances"	0.907875264270613
"Menopause.and.related.conditions"	0.839411557434813
"Menstrual.cycle.and.uterine.bleeding.disorders"	0.669785059901339
"Mental.impairment.disorders"	0.531976744186046
"Metabolic.and.nutritional.disorders.congenital"	0.956589147286822
"Metabolic..nutritional.and.blood.gas.investigations"	0.896529245947851
"Metabolism.disorders.NEC"	0.482646229739253
"Middle.ear.disorders..excl.congenital."	0.875933756166314
"Miscellaneous.and.site.unspecified.neoplasms.benign"	0.882029598308668
"Miscellaneous.and.site.unspecified.neoplasms.malignant.and.unspecified"	0.743639887244539
"Mood.disorders.and.disturbances.NEC"	0.521264975334743
"Movement.disorders..incl.parkinsonism."	0.498062015503876
"Muscle.disorders"	0.738724453840733
"Musculoskeletal.and.connective.tissue.deformities..incl.intervertebral.disc.disorders."	0.963513037350247
"Musculoskeletal.and.connective.tissue.disorders.NEC"	0.499189570119803
"Musculoskeletal.and.connective.tissue.disorders.congenital"	0.965697674418605
"Musculoskeletal.and.connective.tissue.neoplasms"	0.949665257223397
"Myocardial.disorders"	0.847921071176885
"Neonatal.and.perinatal.conditions"	0.96800563777308
"Neoplasm.related.morbidities"	0.560870331219168
"Neoplastic.and.ectopic.endocrinopathies"	0.968040873854827
"Nephropathies"	0.779334038054968
"Neurological.disorders.of.the.eye"	0.533967582804792
"Neurological..special.senses.and.psychiatric.investigations"	0.904175475687104
"Neuromuscular.disorders"	0.498484848484849
"Obstetric.and.gynaecological.therapeutic.procedures"	0.967988019732206
"Ocular.haemorrhages.and.vascular.disorders.NEC"	0.898026779422128
"Ocular.infections..irritations.and.inflammations"	0.563971106412967
"Ocular.neuromuscular.disorders"	0.515028188865398
"Ocular.sensory.symptoms.NEC"	0.837191684284707
"Ocular.structural.change..deposit.and.degeneration.NEC"	0.835623678646935
"Oral.soft.tissue.conditions"	0.510658914728682
"Ovarian.and.fallopian.tube.disorders"	0.656166314305849
"Parathyroid.gland.disorders"	0.91869274136716
"Penile.and.scrotal.disorders..excl.infections.and.inflammations."	0.968040873854827
"Pericardial.disorders"	0.906518675123326
"Peripheral.neuropathies"	0.567794221282593
"Peritoneal.and.retroperitoneal.conditions"	0.602713178294574
"Personality.disorders.and.disturbances.in.behaviour"	0.523590556730092
"Physical.examination.and.organ.system.status.topics"	0.596723044397463
"Pigmentation.disorders"	0.495066948555321
"Placental..amniotic.and.cavity.disorders..excl.haemorrhages."	0.902501761804087
"Platelet.disorders"	0.503241719520789
"Pleural.disorders"	0.869045102184637
"Pregnancy..labour..delivery.and.postpartum.conditions"	0.947603946441156
"Procedural.related.injuries.and.complications.NEC"	0.710095137420719
"Prostatic.disorders..excl.infections.and.inflammations."	0.903999295278365
"Protein.and.amino.acid.metabolism.disorders.NEC"	0.940556730091614
"Protozoal.infectious.disorders"	0.71599718111346
"Psychiatric.and.behavioural.symptoms.NEC"	0.834284707540522
"Psychiatric.disorders.NEC"	0.659319943622269
"Pulmonary.vascular.disorders"	0.830126849894292
"Purine.and.pyrimidine.metabolism.disorders"	0.79223044397463
"Red.blood.cell.disorders"	0.933826638477801
"Renal.and.urinary.tract.investigations.and.urinalyses"	0.740327695560254
"Renal.and.urinary.tract.neoplasms.malignant.and.unspecified"	0.485676532769556
"Renal.disorders..excl.nephropathies."	0.486205073995772
"Reproductive.neoplasms.female.benign"	0.903964059196617
"Reproductive.neoplasms.female.malignant.and.unspecified"	0.956642001409443
"Reproductive.tract.disorders.NEC"	0.857558139534884
"Respiratory.and.mediastinal.neoplasms.malignant.and.unspecified"	0.961205073995772
"Respiratory.disorders.NEC"	0.856166314305849
"Respiratory.tract.infections"	0.509954193093728
"Respiratory.tract.neoplasms"	0.961205073995772
"Retina..choroid.and.vitreous.haemorrhages.and.vascular.disorders"	0.507610993657505
"Salivary.gland.conditions"	0.489358703312192
"Schizophrenia.and.other.psychotic.disorders"	0.803770260747005
"Seizures..incl.subtypes."	0.485500352360818
"Sexual.dysfunctions..disturbances.and.gender.identity.disorders"	0.556906272022551
"Sexual.function.and.fertility.disorders"	0.50685341789993
"Skeletal.neoplasms.malignant.and.unspecified"	0.949929527836504
"Skin.and.subcutaneous.tissue.disorders.NEC"	0.806694855532065
"Skin.and.subcutaneous.tissue.disorders.congenital"	0.958914728682171
"Skin.and.subcutaneous.tissue.infections.and.infestations"	0.647832980972516
"Skin.appendage.conditions"	0.641050035236082
"Skin.neoplasms.malignant.and.unspecified"	0.933069062720225
"Skin.vascular.abnormalities"	0.556923890063425
"Sleep.disorders.and.disturbances"	0.855408738548273
"Sleep.disturbances..incl.subtypes."	0.855355884425652
"Soft.tissue.neoplasms.benign"	0.885887949260042
"Somatoform.and.factitious.disorders"	0.938284002818886
"Spinal.cord.and.nerve.root.disorders"	0.757822410147991
"Spleen..lymphatic.and.reticuloendothelial.system.disorders"	0.780021141649049
"Suicidal.and.self.injurious.behaviours.NEC"	0.893322762508809
"Synovial.and.bursal.disorders"	0.88738548273432
"Tendon..ligament.and.cartilage.disorders"	0.880514446793517
"Testicular.and.epididymal.disorders"	0.929210711768851
"Therapeutic.and.nontherapeutic.effects..excl.toxicity."	0.506747709654686
"Thoracic.disorders..excl.lung.and.pleura."	0.831131078224101
"Thyroid.gland.disorders"	0.847780126849894
"Tissue.disorders.NEC"	0.508298097251586
"Tongue.conditions"	0.523431994362227
"Upper.respiratory.tract.disorders..excl.infections."	0.500757575757576
"Urethral.disorders..excl.calculi."	0.963442565186751
"Urinary.tract.signs.and.symptoms"	0.599700493305145
"Urolithiases"	0.877396053558844
"Uterine..pelvic.and.broad.ligament.disorders"	0.903488372093023
"Vascular.disorders.NEC"	0.620243128964059
"Vascular.haemorrhagic.disorders"	0.590732910500352
"Vascular.hypertensive.disorders"	0.534936575052854
"Vascular.inflammations"	0.68715644820296
"Vascular.therapeutic.procedures"	0.815750528541226
"Venous.varices"	0.89268851303735
"Viral.infectious.disorders"	0.525299506694855
"Vision.disorders"	0.560993657505286
"Vitamin.related.disorders"	0.909425651867512
"Vulvovaginal.disorders..excl.infections.and.inflammations."	0.838689217758985
"Water..electrolyte.and.mineral.investigations"	0.931501057082452
"White.blood.cell.disorders"	0.531166314305849
